id	sex	population	region	dataset
HG00096	M	GBR	EUR	KGP
HG00097	F	GBR	EUR	KGP
HG00099	F	GBR	EUR	KGP
HG00100	F	GBR	EUR	KGP
HG00101	M	GBR	EUR	KGP
HG00102	F	GBR	EUR	KGP
HG00103	M	GBR	EUR	KGP
HG00105	M	GBR	EUR	KGP
HG00106	F	GBR	EUR	KGP
HG00107	M	GBR	EUR	KGP
HG00108	M	GBR	EUR	KGP
HG00109	M	GBR	EUR	KGP
HG00110	F	GBR	EUR	KGP
HG00111	F	GBR	EUR	KGP
HG00112	M	GBR	EUR	KGP
HG00113	M	GBR	EUR	KGP
HG00114	M	GBR	EUR	KGP
HG00115	M	GBR	EUR	KGP
HG00116	M	GBR	EUR	KGP
HG00117	M	GBR	EUR	KGP
HG00118	F	GBR	EUR	KGP
HG00119	M	GBR	EUR	KGP
HG00120	F	GBR	EUR	KGP
HG00121	F	GBR	EUR	KGP
HG00122	F	GBR	EUR	KGP
HG00123	F	GBR	EUR	KGP
HG00125	F	GBR	EUR	KGP
HG00126	M	GBR	EUR	KGP
HG00127	F	GBR	EUR	KGP
HG00128	F	GBR	EUR	KGP
HG00129	M	GBR	EUR	KGP
HG00130	F	GBR	EUR	KGP
HG00131	M	GBR	EUR	KGP
HG00132	F	GBR	EUR	KGP
HG00133	F	GBR	EUR	KGP
HG00136	M	GBR	EUR	KGP
HG00137	F	GBR	EUR	KGP
HG00138	M	GBR	EUR	KGP
HG00139	M	GBR	EUR	KGP
HG00140	M	GBR	EUR	KGP
HG00141	M	GBR	EUR	KGP
HG00142	M	GBR	EUR	KGP
HG00143	M	GBR	EUR	KGP
HG00145	M	GBR	EUR	KGP
HG00146	F	GBR	EUR	KGP
HG00148	M	GBR	EUR	KGP
HG00149	M	GBR	EUR	KGP
HG00150	F	GBR	EUR	KGP
HG00151	M	GBR	EUR	KGP
HG00154	F	GBR	EUR	KGP
HG00155	M	GBR	EUR	KGP
HG00157	M	GBR	EUR	KGP
HG00158	F	GBR	EUR	KGP
HG00159	M	GBR	EUR	KGP
HG00160	M	GBR	EUR	KGP
HG00171	F	FIN	EUR	KGP
HG00173	F	FIN	EUR	KGP
HG00174	F	FIN	EUR	KGP
HG00176	F	FIN	EUR	KGP
HG00177	F	FIN	EUR	KGP
HG00178	F	FIN	EUR	KGP
HG00179	F	FIN	EUR	KGP
HG00180	F	FIN	EUR	KGP
HG00181	M	FIN	EUR	KGP
HG00182	M	FIN	EUR	KGP
HG00183	M	FIN	EUR	KGP
HG00185	M	FIN	EUR	KGP
HG00186	M	FIN	EUR	KGP
HG00187	M	FIN	EUR	KGP
HG00188	M	FIN	EUR	KGP
HG00189	M	FIN	EUR	KGP
HG00190	M	FIN	EUR	KGP
HG00231	F	GBR	EUR	KGP
HG00232	F	GBR	EUR	KGP
HG00233	F	GBR	EUR	KGP
HG00234	M	GBR	EUR	KGP
HG00235	F	GBR	EUR	KGP
HG00236	F	GBR	EUR	KGP
HG00237	F	GBR	EUR	KGP
HG00238	F	GBR	EUR	KGP
HG00239	F	GBR	EUR	KGP
HG00240	F	GBR	EUR	KGP
HG00242	M	GBR	EUR	KGP
HG00243	M	GBR	EUR	KGP
HG00244	M	GBR	EUR	KGP
HG00245	F	GBR	EUR	KGP
HG00246	M	GBR	EUR	KGP
HG00250	F	GBR	EUR	KGP
HG00251	M	GBR	EUR	KGP
HG00252	M	GBR	EUR	KGP
HG00253	F	GBR	EUR	KGP
HG00254	F	GBR	EUR	KGP
HG00255	F	GBR	EUR	KGP
HG00256	M	GBR	EUR	KGP
HG00257	F	GBR	EUR	KGP
HG00258	F	GBR	EUR	KGP
HG00259	F	GBR	EUR	KGP
HG00260	M	GBR	EUR	KGP
HG00261	F	GBR	EUR	KGP
HG00262	F	GBR	EUR	KGP
HG00263	F	GBR	EUR	KGP
HG00264	M	GBR	EUR	KGP
HG00265	M	GBR	EUR	KGP
HG00266	F	FIN	EUR	KGP
HG00267	M	FIN	EUR	KGP
HG00268	F	FIN	EUR	KGP
HG00269	F	FIN	EUR	KGP
HG00271	M	FIN	EUR	KGP
HG00272	F	FIN	EUR	KGP
HG00273	M	FIN	EUR	KGP
HG00274	F	FIN	EUR	KGP
HG00275	F	FIN	EUR	KGP
HG00276	F	FIN	EUR	KGP
HG00277	M	FIN	EUR	KGP
HG00278	M	FIN	EUR	KGP
HG00280	M	FIN	EUR	KGP
HG00281	F	FIN	EUR	KGP
HG00282	F	FIN	EUR	KGP
HG00284	M	FIN	EUR	KGP
HG00285	F	FIN	EUR	KGP
HG00288	F	FIN	EUR	KGP
HG00290	M	FIN	EUR	KGP
HG00304	F	FIN	EUR	KGP
HG00306	F	FIN	EUR	KGP
HG00308	M	FIN	EUR	KGP
HG00309	F	FIN	EUR	KGP
HG00310	M	FIN	EUR	KGP
HG00311	M	FIN	EUR	KGP
HG00313	F	FIN	EUR	KGP
HG00315	F	FIN	EUR	KGP
HG00318	F	FIN	EUR	KGP
HG00319	F	FIN	EUR	KGP
HG00320	F	FIN	EUR	KGP
HG00321	M	FIN	EUR	KGP
HG00323	F	FIN	EUR	KGP
HG00324	F	FIN	EUR	KGP
HG00325	M	FIN	EUR	KGP
HG00326	F	FIN	EUR	KGP
HG00327	F	FIN	EUR	KGP
HG00328	F	FIN	EUR	KGP
HG00329	M	FIN	EUR	KGP
HG00330	F	FIN	EUR	KGP
HG00331	F	FIN	EUR	KGP
HG00332	F	FIN	EUR	KGP
HG00334	F	FIN	EUR	KGP
HG00335	M	FIN	EUR	KGP
HG00336	M	FIN	EUR	KGP
HG00337	F	FIN	EUR	KGP
HG00338	M	FIN	EUR	KGP
HG00339	F	FIN	EUR	KGP
HG00341	M	FIN	EUR	KGP
HG00342	M	FIN	EUR	KGP
HG00343	F	FIN	EUR	KGP
HG00344	F	FIN	EUR	KGP
HG00345	M	FIN	EUR	KGP
HG00346	F	FIN	EUR	KGP
HG00349	F	FIN	EUR	KGP
HG00350	F	FIN	EUR	KGP
HG00351	M	FIN	EUR	KGP
HG00353	F	FIN	EUR	KGP
HG00355	F	FIN	EUR	KGP
HG00356	F	FIN	EUR	KGP
HG00357	F	FIN	EUR	KGP
HG00358	M	FIN	EUR	KGP
HG00360	M	FIN	EUR	KGP
HG00361	F	FIN	EUR	KGP
HG00362	F	FIN	EUR	KGP
HG00364	F	FIN	EUR	KGP
HG00365	F	FIN	EUR	KGP
HG00366	M	FIN	EUR	KGP
HG00367	F	FIN	EUR	KGP
HG00368	F	FIN	EUR	KGP
HG00369	M	FIN	EUR	KGP
HG00371	M	FIN	EUR	KGP
HG00372	M	FIN	EUR	KGP
HG00373	F	FIN	EUR	KGP
HG00375	M	FIN	EUR	KGP
HG00376	F	FIN	EUR	KGP
HG00378	F	FIN	EUR	KGP
HG00379	F	FIN	EUR	KGP
HG00380	F	FIN	EUR	KGP
HG00381	F	FIN	EUR	KGP
HG00382	M	FIN	EUR	KGP
HG00383	F	FIN	EUR	KGP
HG00384	F	FIN	EUR	KGP
HG00403	M	CHS	EAS	KGP
HG00404	F	CHS	EAS	KGP
HG00405	F	CHS	EAS	KGP
HG00406	M	CHS	EAS	KGP
HG00407	F	CHS	EAS	KGP
HG00408	F	CHS	EAS	KGP
HG00409	M	CHS	EAS	KGP
HG00410	F	CHS	EAS	KGP
HG00418	M	CHS	EAS	KGP
HG00419	F	CHS	EAS	KGP
HG00420	M	CHS	EAS	KGP
HG00421	M	CHS	EAS	KGP
HG00422	F	CHS	EAS	KGP
HG00423	F	CHS	EAS	KGP
HG00427	M	CHS	EAS	KGP
HG00428	F	CHS	EAS	KGP
HG00429	M	CHS	EAS	KGP
HG00436	M	CHS	EAS	KGP
HG00437	F	CHS	EAS	KGP
HG00438	F	CHS	EAS	KGP
HG00442	M	CHS	EAS	KGP
HG00443	F	CHS	EAS	KGP
HG00444	M	CHS	EAS	KGP
HG00445	M	CHS	EAS	KGP
HG00446	F	CHS	EAS	KGP
HG00447	F	CHS	EAS	KGP
HG00448	M	CHS	EAS	KGP
HG00449	F	CHS	EAS	KGP
HG00450	F	CHS	EAS	KGP
HG00451	M	CHS	EAS	KGP
HG00452	F	CHS	EAS	KGP
HG00453	F	CHS	EAS	KGP
HG00457	M	CHS	EAS	KGP
HG00458	F	CHS	EAS	KGP
HG00459	M	CHS	EAS	KGP
HG00463	M	CHS	EAS	KGP
HG00464	F	CHS	EAS	KGP
HG00465	M	CHS	EAS	KGP
HG00472	M	CHS	EAS	KGP
HG00473	F	CHS	EAS	KGP
HG00474	M	CHS	EAS	KGP
HG00475	M	CHS	EAS	KGP
HG00476	F	CHS	EAS	KGP
HG00477	M	CHS	EAS	KGP
HG00478	M	CHS	EAS	KGP
HG00479	F	CHS	EAS	KGP
HG00480	M	CHS	EAS	KGP
HG00500	M	CHS	EAS	KGP
HG00501	F	CHS	EAS	KGP
HG00502	M	CHS	EAS	KGP
HG00512	M	CHS	EAS	KGP
HG00513	F	CHS	EAS	KGP
HG00514	F	CHS	EAS	KGP
HG00524	M	CHS	EAS	KGP
HG00525	F	CHS	EAS	KGP
HG00526	M	CHS	EAS	KGP
HG00530	M	CHS	EAS	KGP
HG00531	F	CHS	EAS	KGP
HG00532	M	CHS	EAS	KGP
HG00533	M	CHS	EAS	KGP
HG00534	F	CHS	EAS	KGP
HG00535	M	CHS	EAS	KGP
HG00536	M	CHS	EAS	KGP
HG00537	F	CHS	EAS	KGP
HG00538	M	CHS	EAS	KGP
HG00542	M	CHS	EAS	KGP
HG00543	F	CHS	EAS	KGP
HG00544	F	CHS	EAS	KGP
HG00551	F	PUR	AMR	KGP
HG00552	M	PUR	AMR	KGP
HG00553	M	PUR	AMR	KGP
HG00554	F	PUR	AMR	KGP
HG00555	F	PUR	AMR	KGP
HG00556	M	CHS	EAS	KGP
HG00557	F	CHS	EAS	KGP
HG00558	F	CHS	EAS	KGP
HG00559	M	CHS	EAS	KGP
HG00560	F	CHS	EAS	KGP
HG00561	F	CHS	EAS	KGP
HG00565	M	CHS	EAS	KGP
HG00566	F	CHS	EAS	KGP
HG00567	M	CHS	EAS	KGP
HG00577	M	CHS	EAS	KGP
HG00578	F	CHS	EAS	KGP
HG00579	F	CHS	EAS	KGP
HG00580	M	CHS	EAS	KGP
HG00581	F	CHS	EAS	KGP
HG00582	F	CHS	EAS	KGP
HG00583	M	CHS	EAS	KGP
HG00584	F	CHS	EAS	KGP
HG00585	F	CHS	EAS	KGP
HG00589	M	CHS	EAS	KGP
HG00590	F	CHS	EAS	KGP
HG00591	M	CHS	EAS	KGP
HG00592	M	CHS	EAS	KGP
HG00593	F	CHS	EAS	KGP
HG00594	M	CHS	EAS	KGP
HG00595	M	CHS	EAS	KGP
HG00596	F	CHS	EAS	KGP
HG00597	F	CHS	EAS	KGP
HG00598	M	CHS	EAS	KGP
HG00599	F	CHS	EAS	KGP
HG00607	M	CHS	EAS	KGP
HG00608	F	CHS	EAS	KGP
HG00609	M	CHS	EAS	KGP
HG00610	M	CHS	EAS	KGP
HG00611	F	CHS	EAS	KGP
HG00612	F	CHS	EAS	KGP
HG00613	M	CHS	EAS	KGP
HG00614	F	CHS	EAS	KGP
HG00615	F	CHS	EAS	KGP
HG00619	M	CHS	EAS	KGP
HG00620	F	CHS	EAS	KGP
HG00621	M	CHS	EAS	KGP
HG00622	M	CHS	EAS	KGP
HG00623	F	CHS	EAS	KGP
HG00625	M	CHS	EAS	KGP
HG00626	F	CHS	EAS	KGP
HG00627	M	CHS	EAS	KGP
HG00628	M	CHS	EAS	KGP
HG00629	F	CHS	EAS	KGP
HG00630	M	CHS	EAS	KGP
HG00631	M	CHS	EAS	KGP
HG00632	F	CHS	EAS	KGP
HG00634	M	CHS	EAS	KGP
HG00635	F	CHS	EAS	KGP
HG00636	M	CHS	EAS	KGP
HG00637	M	PUR	AMR	KGP
HG00638	F	PUR	AMR	KGP
HG00639	F	PUR	AMR	KGP
HG00640	M	PUR	AMR	KGP
HG00641	F	PUR	AMR	KGP
HG00642	M	PUR	AMR	KGP
HG00650	M	CHS	EAS	KGP
HG00651	F	CHS	EAS	KGP
HG00652	F	CHS	EAS	KGP
HG00653	M	CHS	EAS	KGP
HG00654	F	CHS	EAS	KGP
HG00655	F	CHS	EAS	KGP
HG00656	M	CHS	EAS	KGP
HG00657	F	CHS	EAS	KGP
HG00658	M	CHS	EAS	KGP
HG00662	M	CHS	EAS	KGP
HG00663	F	CHS	EAS	KGP
HG00664	M	CHS	EAS	KGP
HG00671	M	CHS	EAS	KGP
HG00672	F	CHS	EAS	KGP
HG00673	M	CHS	EAS	KGP
HG00674	M	CHS	EAS	KGP
HG00675	F	CHS	EAS	KGP
HG00683	M	CHS	EAS	KGP
HG00684	F	CHS	EAS	KGP
HG00685	M	CHS	EAS	KGP
HG00689	M	CHS	EAS	KGP
HG00690	F	CHS	EAS	KGP
HG00691	M	CHS	EAS	KGP
HG00692	M	CHS	EAS	KGP
HG00693	F	CHS	EAS	KGP
HG00694	M	CHS	EAS	KGP
HG00698	M	CHS	EAS	KGP
HG00699	F	CHS	EAS	KGP
HG00700	F	CHS	EAS	KGP
HG00701	M	CHS	EAS	KGP
HG00702	F	CHS	EAS	KGP
HG00703	M	CHS	EAS	KGP
HG00704	M	CHS	EAS	KGP
HG00705	F	CHS	EAS	KGP
HG00706	M	CHS	EAS	KGP
HG00707	M	CHS	EAS	KGP
HG00708	F	CHS	EAS	KGP
HG00709	M	CHS	EAS	KGP
HG00717	F	CHS	EAS	KGP
HG00728	M	CHS	EAS	KGP
HG00729	F	CHS	EAS	KGP
HG00731	M	PUR	AMR	KGP
HG00732	F	PUR	AMR	KGP
HG00733	F	PUR	AMR	KGP
HG00734	F	PUR	AMR	KGP
HG00735	F	PUR	AMR	KGP
HG00736	M	PUR	AMR	KGP
HG00737	F	PUR	AMR	KGP
HG00738	M	PUR	AMR	KGP
HG00739	M	PUR	AMR	KGP
HG00740	F	PUR	AMR	KGP
HG00741	F	PUR	AMR	KGP
HG00742	M	PUR	AMR	KGP
HG00743	F	PUR	AMR	KGP
HG00759	F	CDX	EAS	KGP
HG00766	F	CDX	EAS	KGP
HG00844	M	CDX	EAS	KGP
HG00851	F	CDX	EAS	KGP
HG00864	F	CDX	EAS	KGP
HG00867	F	CDX	EAS	KGP
HG00879	F	CDX	EAS	KGP
HG00881	M	CDX	EAS	KGP
HG00956	F	CDX	EAS	KGP
HG00978	F	CDX	EAS	KGP
HG00982	M	CDX	EAS	KGP
HG01028	M	CDX	EAS	KGP
HG01029	F	CDX	EAS	KGP
HG01031	M	CDX	EAS	KGP
HG01046	F	CDX	EAS	KGP
HG01047	M	PUR	AMR	KGP
HG01048	M	PUR	AMR	KGP
HG01049	F	PUR	AMR	KGP
HG01050	F	PUR	AMR	KGP
HG01051	M	PUR	AMR	KGP
HG01052	F	PUR	AMR	KGP
HG01053	F	PUR	AMR	KGP
HG01054	M	PUR	AMR	KGP
HG01055	F	PUR	AMR	KGP
HG01056	M	PUR	AMR	KGP
HG01058	F	PUR	AMR	KGP
HG01060	M	PUR	AMR	KGP
HG01061	F	PUR	AMR	KGP
HG01062	F	PUR	AMR	KGP
HG01063	M	PUR	AMR	KGP
HG01064	F	PUR	AMR	KGP
HG01066	M	PUR	AMR	KGP
HG01067	F	PUR	AMR	KGP
HG01068	F	PUR	AMR	KGP
HG01069	M	PUR	AMR	KGP
HG01070	F	PUR	AMR	KGP
HG01071	F	PUR	AMR	KGP
HG01072	M	PUR	AMR	KGP
HG01073	F	PUR	AMR	KGP
HG01074	M	PUR	AMR	KGP
HG01075	M	PUR	AMR	KGP
HG01077	F	PUR	AMR	KGP
HG01079	M	PUR	AMR	KGP
HG01080	F	PUR	AMR	KGP
HG01081	F	PUR	AMR	KGP
HG01082	M	PUR	AMR	KGP
HG01083	F	PUR	AMR	KGP
HG01084	F	PUR	AMR	KGP
HG01085	M	PUR	AMR	KGP
HG01086	F	PUR	AMR	KGP
HG01087	F	PUR	AMR	KGP
HG01088	M	PUR	AMR	KGP
HG01089	F	PUR	AMR	KGP
HG01092	F	PUR	AMR	KGP
HG01094	M	PUR	AMR	KGP
HG01095	F	PUR	AMR	KGP
HG01096	M	PUR	AMR	KGP
HG01097	M	PUR	AMR	KGP
HG01098	F	PUR	AMR	KGP
HG01099	M	PUR	AMR	KGP
HG01100	F	PUR	AMR	KGP
HG01101	M	PUR	AMR	KGP
HG01102	F	PUR	AMR	KGP
HG01103	F	PUR	AMR	KGP
HG01104	M	PUR	AMR	KGP
HG01105	F	PUR	AMR	KGP
HG01106	M	PUR	AMR	KGP
HG01107	M	PUR	AMR	KGP
HG01108	F	PUR	AMR	KGP
HG01109	M	PUR	AMR	KGP
HG01110	M	PUR	AMR	KGP
HG01111	F	PUR	AMR	KGP
HG01112	M	CLM	AMR	KGP
HG01113	F	CLM	AMR	KGP
HG01114	F	CLM	AMR	KGP
HG01119	F	CLM	AMR	KGP
HG01121	M	CLM	AMR	KGP
HG01122	F	CLM	AMR	KGP
HG01124	M	CLM	AMR	KGP
HG01125	F	CLM	AMR	KGP
HG01126	M	CLM	AMR	KGP
HG01130	M	CLM	AMR	KGP
HG01131	F	CLM	AMR	KGP
HG01133	M	CLM	AMR	KGP
HG01134	F	CLM	AMR	KGP
HG01135	M	CLM	AMR	KGP
HG01136	M	CLM	AMR	KGP
HG01137	F	CLM	AMR	KGP
HG01138	M	CLM	AMR	KGP
HG01139	M	CLM	AMR	KGP
HG01140	F	CLM	AMR	KGP
HG01141	F	CLM	AMR	KGP
HG01142	M	CLM	AMR	KGP
HG01148	M	CLM	AMR	KGP
HG01149	F	CLM	AMR	KGP
HG01150	F	CLM	AMR	KGP
HG01161	M	PUR	AMR	KGP
HG01162	F	PUR	AMR	KGP
HG01164	M	PUR	AMR	KGP
HG01167	M	PUR	AMR	KGP
HG01168	F	PUR	AMR	KGP
HG01169	F	PUR	AMR	KGP
HG01170	M	PUR	AMR	KGP
HG01171	F	PUR	AMR	KGP
HG01172	M	PUR	AMR	KGP
HG01173	M	PUR	AMR	KGP
HG01174	F	PUR	AMR	KGP
HG01175	F	PUR	AMR	KGP
HG01176	M	PUR	AMR	KGP
HG01177	F	PUR	AMR	KGP
HG01178	M	PUR	AMR	KGP
HG01182	M	PUR	AMR	KGP
HG01183	F	PUR	AMR	KGP
HG01184	F	PUR	AMR	KGP
HG01187	M	PUR	AMR	KGP
HG01188	F	PUR	AMR	KGP
HG01189	M	PUR	AMR	KGP
HG01190	M	PUR	AMR	KGP
HG01191	F	PUR	AMR	KGP
HG01192	M	PUR	AMR	KGP
HG01197	M	PUR	AMR	KGP
HG01198	F	PUR	AMR	KGP
HG01199	M	PUR	AMR	KGP
HG01200	M	PUR	AMR	KGP
HG01204	M	PUR	AMR	KGP
HG01205	F	PUR	AMR	KGP
HG01206	M	PUR	AMR	KGP
HG01241	M	PUR	AMR	KGP
HG01242	F	PUR	AMR	KGP
HG01243	M	PUR	AMR	KGP
HG01247	M	PUR	AMR	KGP
HG01248	F	PUR	AMR	KGP
HG01249	F	PUR	AMR	KGP
HG01250	M	CLM	AMR	KGP
HG01251	F	CLM	AMR	KGP
HG01252	M	CLM	AMR	KGP
HG01253	M	CLM	AMR	KGP
HG01254	F	CLM	AMR	KGP
HG01255	M	CLM	AMR	KGP
HG01256	M	CLM	AMR	KGP
HG01257	F	CLM	AMR	KGP
HG01258	M	CLM	AMR	KGP
HG01259	M	CLM	AMR	KGP
HG01260	F	CLM	AMR	KGP
HG01261	M	CLM	AMR	KGP
HG01269	F	CLM	AMR	KGP
HG01271	M	CLM	AMR	KGP
HG01272	F	CLM	AMR	KGP
HG01273	M	CLM	AMR	KGP
HG01274	M	CLM	AMR	KGP
HG01275	F	CLM	AMR	KGP
HG01276	F	CLM	AMR	KGP
HG01277	M	CLM	AMR	KGP
HG01278	F	CLM	AMR	KGP
HG01279	F	CLM	AMR	KGP
HG01280	M	CLM	AMR	KGP
HG01281	F	CLM	AMR	KGP
HG01284	F	CLM	AMR	KGP
HG01286	M	PUR	AMR	KGP
HG01302	M	PUR	AMR	KGP
HG01303	F	PUR	AMR	KGP
HG01305	M	PUR	AMR	KGP
HG01308	M	PUR	AMR	KGP
HG01311	M	PUR	AMR	KGP
HG01312	F	PUR	AMR	KGP
HG01323	F	PUR	AMR	KGP
HG01325	M	PUR	AMR	KGP
HG01326	F	PUR	AMR	KGP
HG01334	M	GBR	EUR	KGP
HG01341	M	CLM	AMR	KGP
HG01342	F	CLM	AMR	KGP
HG01343	F	CLM	AMR	KGP
HG01344	M	CLM	AMR	KGP
HG01345	F	CLM	AMR	KGP
HG01346	F	CLM	AMR	KGP
HG01347	M	CLM	AMR	KGP
HG01348	F	CLM	AMR	KGP
HG01349	F	CLM	AMR	KGP
HG01350	M	CLM	AMR	KGP
HG01351	F	CLM	AMR	KGP
HG01352	F	CLM	AMR	KGP
HG01353	M	CLM	AMR	KGP
HG01354	F	CLM	AMR	KGP
HG01355	F	CLM	AMR	KGP
HG01356	M	CLM	AMR	KGP
HG01357	F	CLM	AMR	KGP
HG01358	M	CLM	AMR	KGP
HG01359	M	CLM	AMR	KGP
HG01360	F	CLM	AMR	KGP
HG01361	F	CLM	AMR	KGP
HG01362	M	CLM	AMR	KGP
HG01363	F	CLM	AMR	KGP
HG01365	M	CLM	AMR	KGP
HG01366	F	CLM	AMR	KGP
HG01367	F	CLM	AMR	KGP
HG01369	F	CLM	AMR	KGP
HG01372	F	CLM	AMR	KGP
HG01374	M	CLM	AMR	KGP
HG01375	F	CLM	AMR	KGP
HG01376	F	CLM	AMR	KGP
HG01377	M	CLM	AMR	KGP
HG01378	F	CLM	AMR	KGP
HG01379	F	CLM	AMR	KGP
HG01383	M	CLM	AMR	KGP
HG01384	F	CLM	AMR	KGP
HG01385	F	CLM	AMR	KGP
HG01389	M	CLM	AMR	KGP
HG01390	F	CLM	AMR	KGP
HG01391	F	CLM	AMR	KGP
HG01392	M	PUR	AMR	KGP
HG01393	F	PUR	AMR	KGP
HG01395	M	PUR	AMR	KGP
HG01396	F	PUR	AMR	KGP
HG01398	M	PUR	AMR	KGP
HG01402	M	PUR	AMR	KGP
HG01403	F	PUR	AMR	KGP
HG01405	M	PUR	AMR	KGP
HG01412	M	PUR	AMR	KGP
HG01413	M	PUR	AMR	KGP
HG01414	F	PUR	AMR	KGP
HG01431	M	CLM	AMR	KGP
HG01432	F	CLM	AMR	KGP
HG01433	M	CLM	AMR	KGP
HG01435	F	CLM	AMR	KGP
HG01437	M	CLM	AMR	KGP
HG01438	F	CLM	AMR	KGP
HG01439	F	CLM	AMR	KGP
HG01440	M	CLM	AMR	KGP
HG01441	F	CLM	AMR	KGP
HG01443	M	CLM	AMR	KGP
HG01444	F	CLM	AMR	KGP
HG01447	F	CLM	AMR	KGP
HG01455	M	CLM	AMR	KGP
HG01456	F	CLM	AMR	KGP
HG01457	M	CLM	AMR	KGP
HG01459	F	CLM	AMR	KGP
HG01461	M	CLM	AMR	KGP
HG01462	F	CLM	AMR	KGP
HG01463	F	CLM	AMR	KGP
HG01464	M	CLM	AMR	KGP
HG01465	F	CLM	AMR	KGP
HG01466	F	CLM	AMR	KGP
HG01468	F	CLM	AMR	KGP
HG01474	F	CLM	AMR	KGP
HG01479	M	CLM	AMR	KGP
HG01485	M	CLM	AMR	KGP
HG01486	F	CLM	AMR	KGP
HG01488	M	CLM	AMR	KGP
HG01489	F	CLM	AMR	KGP
HG01490	F	CLM	AMR	KGP
HG01491	M	CLM	AMR	KGP
HG01492	F	CLM	AMR	KGP
HG01493	F	CLM	AMR	KGP
HG01494	M	CLM	AMR	KGP
HG01495	F	CLM	AMR	KGP
HG01496	F	CLM	AMR	KGP
HG01497	M	CLM	AMR	KGP
HG01498	F	CLM	AMR	KGP
HG01499	M	CLM	AMR	KGP
HG01500	M	IBS	EUR	KGP
HG01501	F	IBS	EUR	KGP
HG01502	M	IBS	EUR	KGP
HG01503	M	IBS	EUR	KGP
HG01504	F	IBS	EUR	KGP
HG01505	M	IBS	EUR	KGP
HG01506	M	IBS	EUR	KGP
HG01507	F	IBS	EUR	KGP
HG01508	M	IBS	EUR	KGP
HG01509	M	IBS	EUR	KGP
HG01510	F	IBS	EUR	KGP
HG01511	F	IBS	EUR	KGP
HG01512	M	IBS	EUR	KGP
HG01513	F	IBS	EUR	KGP
HG01514	F	IBS	EUR	KGP
HG01515	M	IBS	EUR	KGP
HG01516	F	IBS	EUR	KGP
HG01517	F	IBS	EUR	KGP
HG01518	M	IBS	EUR	KGP
HG01519	F	IBS	EUR	KGP
HG01520	F	IBS	EUR	KGP
HG01521	M	IBS	EUR	KGP
HG01522	F	IBS	EUR	KGP
HG01523	M	IBS	EUR	KGP
HG01524	M	IBS	EUR	KGP
HG01525	F	IBS	EUR	KGP
HG01526	M	IBS	EUR	KGP
HG01527	M	IBS	EUR	KGP
HG01528	F	IBS	EUR	KGP
HG01529	M	IBS	EUR	KGP
HG01530	M	IBS	EUR	KGP
HG01531	F	IBS	EUR	KGP
HG01532	M	IBS	EUR	KGP
HG01536	M	IBS	EUR	KGP
HG01537	F	IBS	EUR	KGP
HG01538	F	IBS	EUR	KGP
HG01550	M	CLM	AMR	KGP
HG01551	F	CLM	AMR	KGP
HG01552	M	CLM	AMR	KGP
HG01556	M	CLM	AMR	KGP
HG01565	M	PEL	AMR	KGP
HG01566	F	PEL	AMR	KGP
HG01567	F	PEL	AMR	KGP
HG01571	M	PEL	AMR	KGP
HG01572	F	PEL	AMR	KGP
HG01573	F	PEL	AMR	KGP
HG01577	M	PEL	AMR	KGP
HG01578	F	PEL	AMR	KGP
HG01579	M	PEL	AMR	KGP
HG01583	M	PJL	SAS	KGP
HG01586	M	PJL	SAS	KGP
HG01589	M	PJL	SAS	KGP
HG01593	F	PJL	SAS	KGP
HG01595	F	KHV	EAS	KGP
HG01596	M	KHV	EAS	KGP
HG01597	F	KHV	EAS	KGP
HG01598	F	KHV	EAS	KGP
HG01599	F	KHV	EAS	KGP
HG01600	F	KHV	EAS	KGP
HG01601	M	IBS	EUR	KGP
HG01602	F	IBS	EUR	KGP
HG01603	M	IBS	EUR	KGP
HG01604	F	IBS	EUR	KGP
HG01605	F	IBS	EUR	KGP
HG01606	M	IBS	EUR	KGP
HG01607	F	IBS	EUR	KGP
HG01608	M	IBS	EUR	KGP
HG01609	M	IBS	EUR	KGP
HG01610	M	IBS	EUR	KGP
HG01611	M	IBS	EUR	KGP
HG01612	F	IBS	EUR	KGP
HG01613	F	IBS	EUR	KGP
HG01614	F	IBS	EUR	KGP
HG01615	M	IBS	EUR	KGP
HG01616	F	IBS	EUR	KGP
HG01617	M	IBS	EUR	KGP
HG01618	F	IBS	EUR	KGP
HG01619	M	IBS	EUR	KGP
HG01620	F	IBS	EUR	KGP
HG01621	M	IBS	EUR	KGP
HG01622	F	IBS	EUR	KGP
HG01623	F	IBS	EUR	KGP
HG01624	M	IBS	EUR	KGP
HG01625	M	IBS	EUR	KGP
HG01626	F	IBS	EUR	KGP
HG01627	M	IBS	EUR	KGP
HG01628	F	IBS	EUR	KGP
HG01629	M	IBS	EUR	KGP
HG01630	M	IBS	EUR	KGP
HG01631	M	IBS	EUR	KGP
HG01632	F	IBS	EUR	KGP
HG01633	M	IBS	EUR	KGP
HG01667	M	IBS	EUR	KGP
HG01668	F	IBS	EUR	KGP
HG01669	M	IBS	EUR	KGP
HG01670	F	IBS	EUR	KGP
HG01671	M	IBS	EUR	KGP
HG01672	M	IBS	EUR	KGP
HG01673	F	IBS	EUR	KGP
HG01674	M	IBS	EUR	KGP
HG01675	M	IBS	EUR	KGP
HG01676	F	IBS	EUR	KGP
HG01677	F	IBS	EUR	KGP
HG01678	M	IBS	EUR	KGP
HG01679	F	IBS	EUR	KGP
